Parameter Name,Schedule Names,Primary Schedule,Data Type,Type/Instance,Categories,Group,GUID,Description
ASS_PMT_CST_LABOUR_CST_UGX_NR,Cost Procurement Schedule; Cost Schedule,Cost Procurement Schedule,CURRENCY,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,5188a0b7-bdc3-5aa4-85a9-b986c53e4bea,Ass Pmt Cst Labour Cst Ugx Nr [ISO 19650-3:2020]
ASS_PMT_CST_MAT_CST_UGX_NR,Cost Procurement Schedule; Cost Schedule,Cost Procurement Schedule,CURRENCY,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,f0cbf815-b0d0-5e8a-ad43-15631cc0e622,Ass Pmt Cst Mat Cst Ugx Nr [ISO 19650-3:2020]
ASS_PMT_CST_TOTAL_CST_UGX_NR,Cost Procurement Schedule; Cost Schedule,Cost Procurement Schedule,CURRENCY,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",COM_DAT,ee737637-24a5-5a56-887c-4cff9ae1f9ea,Ass Pmt Cst Total Cst Ugx Nr [ISO 19650-3:2020]
ASS_PMT_CST_UNIT_RATE_UGX_NR,Cost Schedule; Doors Windows - Material Takeoff; Electrical - Material Takeoff; Finishes - Material Takeoff; Mechanical Hvac - Material Takeoff; Plumbing - Material Takeoff,Cost Schedule,CURRENCY,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,2095964d-ab08-5261-8397-41a5a0fbba6f,Ass Pmt Cst Unit Rate Ugx Nr [ISO 19650-3:2020]
ASS_PMT_INV_UNIT_TXT,Concrete - Material Takeoff; Cost Procurement Schedule; Cost Schedule; Doors Windows - Material Takeoff; Earthworks - Material Takeoff; Electrical - Material Takeoff; Finishes - Material Takeoff; Formwork - Material Takeoff; Masonry - Material Takeoff; Mechanical Hvac - Material Takeoff; Plumbing - Material Takeoff; Procurement Schedule; Reinforcement - Material Takeoff; Summary - Material Takeoff,Concrete - Material Takeoff,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,685caddd-7717-5498-bcef-80269d69ad9c,Ass Pmt Inv Unit Txt [ISO 19650-3:2020]
ASS_PMT_PRO_DELIVERY_DATE_TXT,Cost Procurement Schedule; Procurement Schedule,Cost Procurement Schedule,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,7e630a6f-64a2-5d6e-b4ef-b8817397425a,Ass Pmt Pro Delivery Date Txt [ISO 19650-3:2020]
ASS_PMT_PRO_PO_NR_TXT,Cost Procurement Schedule; Procurement Schedule,Cost Procurement Schedule,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,c2a216f1-5197-5863-8dc0-bedee10fba48,Ass Pmt Pro Po Nr Txt [ISO 19650-3:2020]
ASS_PMT_PRO_SUPPLIER_TXT,Concrete - Material Takeoff; Cost Procurement Schedule; Doors Windows - Material Takeoff; Earthworks - Material Takeoff; Electrical - Material Takeoff; Finishes - Material Takeoff; Formwork - Material Takeoff; Masonry - Material Takeoff; Mechanical Hvac - Material Takeoff; Plumbing - Material Takeoff; Procurement Schedule; Reinforcement - Material Takeoff; Summary - Material Takeoff; Supplier Schedule,Concrete - Material Takeoff,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,e371f568-6516-5329-a270-02c6cb9ab850,Ass Pmt Pro Supplier Txt [ISO 19650-3:2020]
ASS_PMT_QTY_ORDERED_NR,Cost Procurement Schedule; Cost Schedule; Doors Windows - Material Takeoff; Electrical - Material Takeoff; Mechanical Hvac - Material Takeoff; Plumbing - Material Takeoff; Procurement Schedule,Cost Procurement Schedule,NUMBER,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,b3ec8ea6-760c-5d7b-b3fd-2a90aeb08566,Ass Pmt Qty Ordered Nr [ISO 19650-3:2020]
ASS_PRODCT_COD_TXT,Asset Register; Procurement Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,082a2a05-3387-5501-b355-51dd45e23e9f,Ass Prodct Cod Txt [ISO 19650-3:2020]
ASS_RM_COD_TXT,Acoustic Schedule; Asset Register; Ceiling Schedule; Door Schedule; Equipment Schedule; Finish Schedule; Window Schedule,Acoustic Schedule,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,8d968690-c7fe-5d71-a6af-ebd19c60793e,Ass Rm Cod Txt [ISO 19650-1:2018]
ASS_ROOM_AREA_SQ_M,Room Data Schedule; Room Schedule,Room Data Schedule,AREA,Type,"Rooms, Spaces",ASS_MNG,1514d5cf-3d32-5a68-b5cb-f18d97060e9f,Ass Room Area Sq M [ISO 19650-3:2020]
ASS_ROOM_FUNCTION_USE_TXT,Room Data Schedule; Room Schedule,Room Data Schedule,TEXT,Type,"Rooms, Spaces",ASS_MNG,124f7ab0-bdf4-5740-9c65-22cdac508908,Ass Room Function Use Txt [ISO 19650-3:2020]
ASS_ROOM_VOLUME_CU_M,Room Data Schedule; Room Schedule,Room Data Schedule,VOLUME,Type,"Rooms, Spaces",ASS_MNG,bdc645e1-057b-5dd3-a08f-c6fba2b5118e,Ass Room Volume Cu M [ISO 19650-3:2020]
ASS_SERIAL_NR_TXT,Asset Register; Asset Schedule; Equipment Schedule; Mechanical Schedule; Water Heater Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,56584938-d8f5-5c70-9ca1-2ac4568e9ff9,Ass Serial Nr Txt [ISO 19650-3:2020]
ASS_SKIRTING_TYPE_TXT,Room Data Schedule; Room Schedule,Room Data Schedule,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,e15fa9ab-ec13-5055-a863-e50364ebb142,Ass Skirting Type Txt [ISO 19650-3:2020]
ASS_STATUS_TXT,Asset Register; Asset Schedule; Ceiling Schedule; Door Schedule; Equipment Summary; Facade Schedule; Finish Schedule; Fire Fighting Schedule; Floor Schedule; Hvac Equipment; Plumbing Equipment; Ramp Schedule; Roof Schedule; Room Schedule; Stair Schedule; Structural Schedule; Wall Schedule; Window Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,b97665a8-5e34-585b-9674-fbdd83d7637f,Ass Status Txt [ISO 19650-3:2020]
ASS_SYSTEM_TYPE_TXT,Asset Register; Duct Schedule; Equipment Schedule; Equipment Summary; Hvac Pipe Schedule; Maintenance Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,2b3658d9-bfc6-56db-9df5-901337fde0f5,Ass System Type Txt [ISO 19650-3:2020]
ASS_TAG_1_TXT,Accessibility Schedule; Acoustic Schedule; Air Terminal Schedule; Asset Register; Bms Controls Schedule; Ceiling Schedule; Concrete Schedule; Cost Procurement Schedule; Door Schedule; Drainage Schedule; Duct Schedule; Earthworks Schedule; Expansion Joint Schedule; Facade Schedule; Finish Schedule; Fire Protection Schedule; Fire Safety Schedule; Floor Schedule; Formwork Schedule; Lighting Schedule; Masonry Schedule; Pipe Schedule; Plumbing Fixture Schedule; Ramp Schedule; Reinforcement Schedule; Roof Schedule; Stair Schedule; Structural Schedule; Supplier Schedule; Support Schedule; Sustainability Schedule; Thermal Performance; Valve Schedule; Wall Schedule; Window Schedule,Accessibility Schedule,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,Ass Tag 1 Txt [ISO 19650-3:2020]
ASS_TAG_2_TXT,Asset Register,Asset Register,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,bf6cb687-478f-459a-8c5d-ece073c24831,Ass Tag 2 Txt [ISO 19650-3:2020]
ASS_TAG_3_TXT,Asset Register,Asset Register,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,068abd3b-650e-4a7c-ac07-82e556160de0,Ass Tag 3 Txt [ISO 19650-3:2020]
ASS_WARRANTY_EXPIRATION_DATE_TXT,Asset Register; Asset Schedule; Maintenance Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",ASS_MNG,bb4c8fcd-1997-5f0c-9670-f5c245517a8f,Ass Warranty Expiration Date Txt [ISO 19650-3:2020]
ASS_WARRANTY_PERIOD_TXT,Asset Register; Asset Schedule; Maintenance Schedule; Water Heater Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",ASS_MNG,3a89b2cc-b017-50b4-9492-22369b5313f7,Ass Warranty Period Txt [ISO 19650-3:2020]
ASS_ZONE_TXT,Asset Register; Room Data Schedule; Room Schedule,Asset Register,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",ASS_MNG,dc0d940f-e4ce-5e73-a0a7-fc7094148c84,Ass Zone Txt [ISO 19650-3:2020]
BI_BOTTOM_COLOR_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,2d3dc9d8-acef-4f31-ad5a-498f428483da,Bottom gradient color RGB [ISO 19650-1:2018]
BI_CREATED_DATE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,e7951912-7eb2-426f-b4f2-c26864866a82,Date image created [ISO 19650-2:2018]
BI_DIMENSIONS_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,85e95414-1461-435f-880e-32392d310aa2,Image dimensions [ISO 19650-1:2018]
BI_FILENAME_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,7f8d94e3-c6d1-430b-8e3e-45281e628bf2,Image filename [ISO 19650-1:2018]
BI_FILE_LOCATION_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,8f508cf6-e55d-482f-ae03-11e423b970b6,File location path [ISO 19650-1:2018]
BI_GRADIENT_TYPE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,9b1ed9d0-68c5-4437-98ad-f2533fa5ff27,Gradient type [ISO 19650-1:2018]
BI_STATUS_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,da179b08-0b69-4a59-b607-4beef3a4a3dd,Image status [ISO 19650-2:2018]
BI_TOP_COLOR_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,38ccbdc5-caea-4d85-aa28-99f47183871b,Top gradient color RGB [ISO 19650-1:2018]
BI_USED_IN_TEMPLATES_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,40857b25-babc-43f5-b653-40e73d484f53,Templates using this image [ISO 19650-1:2018]
